,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11
Isg15,0.07850483,0.016911434,0.07052495,0.053798556,0.16616477,0.20839413,0.14756952,1.6163251,0.1182401,0.057102233,0.22359364,0.074722014
Tnfrsf18,6.112091e-05,0.09478629,0.73293304,0.0,0.0,0.34253907,0.0,0.0,0.31772432,0.0,0.0,0.0
Tnfrsf4,0.0,0.13351275,0.55094165,0.0,0.0,0.18108192,0.23973916,0.034150917,0.94619054,0.0,0.0,0.0
Smim1,0.0,0.015614724,0.003627777,0.29429418,0.10360262,0.0,0.0,0.015384456,0.05832664,0.0,0.095484786,0.0
Car6,0.0,0.0,0.0,0.0,0.7288027,0.0,0.0,0.0,0.0,0.03663509,0.0,0.0
Spsb1,0.0,0.0,0.012565564,0.0028915224,0.0,0.4015633,0.32228634,0.062860735,0.0,0.106008634,0.0,0.0
Agtrap,0.21029858,0.0026130448,0.0,0.42379284,0.0,0.19256896,0.0,0.008856023,0.39745453,0.28817406,0.25151914,0.16455987
Plod1,0.27965683,0.0035580986,0.0030862354,0.11014467,0.0,0.0722507,0.07586518,0.0,0.0098066125,0.012150677,0.0,0.0
Tnfrsf1b,0.2260106,0.2750985,0.30218482,0.13183802,0.037891455,0.40538862,0.48486805,0.0,0.19048236,0.0,0.08172083,0.19673029
Efhd2,0.67708886,0.029212918,0.29878885,0.16421269,0.12680413,0.16528477,0.18265297,0.06277577,0.008253952,0.02943356,0.16477042,0.34494337
Spen,0.07066541,0.08626531,0.14916837,0.6749986,0.33369857,0.096862495,0.35486004,0.045564838,0.07820227,0.14223905,0.0,0.09507067
Camk2n1,0.10244103,0.054341488,0.31940788,0.09130188,0.03767461,0.0,0.0,0.0,0.13013844,0.0,0.10637612,0.15366338
Eif4g3,0.18516701,0.038827628,0.14770804,0.2617093,0.07715961,0.11545548,0.28838763,0.056047637,0.0,0.20132789,0.0039495598,0.10960207
Luzp1,0.037728477,0.07792701,0.17265883,0.2570881,0.03787798,0.007461801,0.13772337,0.057445455,0.15622284,0.0892357,0.051087324,0.2327055
Tcea3,0.0,0.03311639,0.0,0.74508965,0.2250231,0.0,0.031505134,0.0,0.4430358,0.0,0.1857967,0.0
Id3,0.0,0.18526384,0.0,0.6885319,0.0,0.0462915,0.21287797,0.0,0.448003,0.187716,0.0,0.0
Runx3,0.2909718,0.04586673,0.19020921,0.37711224,0.17786916,0.07150035,0.06814388,0.038541917,0.12539697,0.06683063,0.10381903,0.32162446
Stmn1,0.066953346,0.034985594,0.0,0.821792,0.0831473,0.07250936,0.0,0.0,0.2328933,0.72198445,0.0,0.0112705175
Sh3bgrl3,0.35748467,0.03318035,0.20871599,0.0,0.0,0.4081606,0.27265292,0.10233252,0.6436948,0.011516,0.17214172,0.22309873
Ubxn11,0.034757208,0.06500506,0.14333253,0.39657497,0.0,0.0797786,0.30772966,0.0,0.544,0.01467729,0.111906536,0.108965226
Zfp683,0.5699889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017344026,0.020175077,0.0,0.0
Fgr,0.800984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sesn2,0.19388846,0.0019397896,0.11368983,0.15694092,0.0,0.122375205,0.09282564,0.0,0.01015886,0.034457557,0.058010284,0.120035335
Marcksl1,0.031388767,0.0,0.0,0.64574564,0.12832333,0.0,0.35084108,0.0,0.19480431,0.7155367,0.31112245,0.0
Eva1b,0.03380257,0.108081855,0.27293658,0.0,0.0,0.14216381,0.037976716,0.0,0.0,0.0,0.059020445,0.16007711
Maneal,0.11899997,0.027452273,0.074120715,0.01730615,0.1268131,0.0,0.08452293,0.0044213794,0.0,0.0012504949,0.0,0.056469247
Macf1,0.13778852,0.041743245,0.17681113,0.5455352,0.2161159,0.13553567,0.59775424,0.08645107,0.21576397,0.088730775,0.04336307,0.17459764
Col9a2,0.0,0.1244138,0.020684823,0.037136376,0.023087889,0.0,0.0,0.01680605,0.06914949,0.0,0.10186713,0.0
Zfp69,0.040048324,0.019757658,0.0887733,0.18211608,0.14995001,0.029557792,0.14733583,0.012446524,0.035150595,0.06820042,0.0018798611,0.033392336
Cited4,0.0,0.06714159,0.014808578,0.51460224,0.90830976,0.0,0.0,0.0,0.0,0.102100156,0.46159065,0.0
Hivep3,0.17926677,0.04143406,0.026830226,0.021478022,0.2995836,0.05589608,0.26965925,0.107572004,0.15493372,0.10624315,0.060576443,0.116166286
Armh1,0.0,0.0,0.0,0.6210738,0.30466595,0.0,0.30562818,0.06634704,0.041821223,0.44688147,0.39286524,0.0
Eps15,0.13431586,0.08356778,0.14627887,0.38955736,0.21070105,0.1887249,0.39798993,0.052752145,0.30678466,0.1137355,0.0,0.27506006
Ssbp3,0.24516264,0.0,0.28755417,0.5343505,0.08519705,0.0,0.1460291,0.024792306,0.0,0.24692835,0.2999014,0.0
Jun,0.0,0.08105357,0.09515483,0.12993817,0.004502702,0.0,0.14657795,0.017389586,0.094355,0.061625883,1.6609861,0.0
Pde4b,0.021119298,0.08938689,0.06492573,0.3767502,0.93750554,0.13886791,0.11898466,0.03906307,0.09196467,0.13353398,0.13283482,0.18723127
Il12rb2,0.0,0.24801889,0.0,0.0,0.0,0.12853354,0.0,0.15189621,0.0,0.0,0.0,0.32647532
Gadd45a,0.04347271,0.10048382,0.06496898,0.062255267,0.060306,0.25766978,0.15764397,0.0,0.0,0.17364593,0.41938183,0.04249209
Tyw3,0.04493722,0.031088375,0.07319432,0.52286524,0.21619865,0.020491952,0.11446778,0.026944749,0.25501344,0.119938016,0.070320345,0.091142245
Ak5,0.0,0.0,0.0,1.0212588,0.051632192,0.0,0.0,0.0,0.0,0.13506128,0.2654799,0.0
Ifi44l,0.01596071,0.0,0.017600069,0.0,0.40386483,0.0,0.0,1.8829613,0.0,0.0,0.3144355,0.0
Ifi44,0.050473712,0.0,0.20306791,0.0,0.15633279,0.032568038,0.12286773,1.2320979,0.0026272677,0.036991134,0.14454174,0.036861107
Mcoln2,0.12670101,0.0,0.0037983723,0.0,0.037560035,0.0,0.33958656,0.19856365,0.20992073,0.0,0.0,0.26585564
Lmo4,0.11571418,0.0,0.29035768,0.0,0.112029195,0.063831374,0.0,0.0,0.72873956,0.20684347,0.020852774,0.09750238
Gbp2,0.051679756,0.019322574,0.04715318,0.41813567,0.0,0.26886892,0.24769884,0.7373109,0.294531,0.07851041,0.0,0.20643617
Gbp2b,0.045878906,0.11326975,0.07464609,0.461445,0.28417668,0.23040736,0.5295203,0.25522548,0.14761858,0.10775161,0.0,0.2143849
Gbp3,0.032794304,0.0,0.052384365,0.5115027,0.27167538,0.13580793,0.5191576,0.40302935,0.056551844,0.05971944,0.015618004,0.2553979
Gbp5,0.11953446,0.17455178,0.19641623,0.31679463,0.2713389,0.48335427,0.40927228,0.24257028,0.0,0.0,0.0,0.43558505
Tgfbr3,0.5499642,0.0,0.14927839,0.13331625,0.0,0.08520985,0.095665276,0.0,0.11080836,0.0,0.0,0.42537174
Gfi1,0.3357418,0.01739907,0.0,0.11465458,0.0,0.0,0.17721036,0.00079756096,0.0,0.040202282,0.04132665,0.29141232
Evi5,0.0,0.052252233,0.0,0.18915121,0.027349254,0.0,0.07756332,0.0,0.042964935,0.0,0.0,0.0
Sass6,0.037485525,0.03982893,0.036043156,0.2982824,0.02725134,0.037754998,0.13685155,0.0057158484,0.10790706,0.074425906,0.035791066,0.08595265
Vav3,0.10074575,0.39100054,0.03506369,0.0,0.27153075,0.0,0.056540627,0.020784805,0.0,0.21138918,0.0,0.049375094
Csf1,0.0,0.05778192,0.21745992,0.0026885518,0.0,0.20415649,0.076335385,0.0,0.23814979,0.0,0.0,0.06261119
I830077J02Rik,0.03541495,0.0,0.0,0.95760953,0.0,0.0,0.0,0.05650419,0.6517038,0.08023488,0.24095638,0.0
Rhoc,0.22096772,0.076048024,0.40681145,0.03809327,0.0,0.12930539,0.0,0.0,0.33011764,0.0,0.08400044,0.43935484
Tspan2,0.31490394,0.0,0.1105417,0.0,0.18297699,0.021838875,0.0,0.0,0.7734105,0.04469583,0.0,0.0
Cd101,0.0,0.0,0.065589644,0.26100564,0.0,0.35891742,0.0,0.0,0.056768183,0.061674528,0.0,0.006916842
Tent5c,0.06814333,0.07406878,0.027321035,0.0,0.02365564,0.5352469,0.13889682,0.009160426,0.0,0.0,0.37510678,0.3461056
Pde4dip,0.0,0.1177374,0.10530134,0.5506134,0.18001448,0.0,0.6498016,0.0,0.19512716,0.043948192,0.0,0.03152727
Rorc,0.0,0.0,1.4478505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100a10,0.20472905,0.119147316,0.29027933,0.013656983,0.059476446,0.38933492,0.16473536,0.050628744,0.8099774,0.024082927,0.18642688,0.14646147
S100a11,0.14099617,0.036199134,0.26378834,0.0,0.1584521,0.17786981,0.30345082,0.11542886,1.1002322,0.0,0.13079235,0.23701747
S100a9,0.0,0.0,0.3245587,0.01394507,0.03014768,0.0,0.0,0.0,0.0,0.09292464,0.06707897,0.16588257
S100a6,0.22214788,0.039721634,0.23451428,0.20973124,0.10287087,0.31106192,0.021734042,0.051973857,0.7535347,0.06906623,0.12672126,0.08021814
S100a4,0.30367085,0.12447227,0.45746133,0.0,0.0,0.4239895,0.10792477,0.0701846,0.95435166,0.0,0.095938206,0.1673313
Slc27a3,0.22474606,0.038587514,0.03586223,0.1394711,0.0,0.035637204,0.0025590223,0.0,0.13056438,0.0,0.023513207,0.15116936
Pbxip1,0.014166915,0.096899286,0.19613332,0.39191797,0.3206551,0.23138988,0.5230068,0.0,0.34647617,0.11133659,0.1349675,0.18989383
Syt11,0.25412112,0.00699987,0.1730735,0.0,0.0,0.314547,0.71949464,0.0200269,0.18839024,0.0,0.0,0.029223375
Lmna,0.0,0.0,0.26449808,0.0,0.0,1.1079677,0.0,0.0,0.7752573,0.0,0.0,0.0
Sh2d2a,0.23598203,0.077954106,0.3436758,0.1462386,0.0,0.07259452,0.22675541,0.15476447,0.36661115,0.001190737,0.15204704,0.39417428
Ifi205,0.2537653,0.18638928,0.011634791,0.23310003,0.0025993048,0.10622445,0.7228367,0.076129235,0.11999217,0.0,0.0,0.32018942
Ifi207,0.12153092,0.100779064,0.05119137,0.35359815,0.104389675,0.092364594,0.4891564,0.5714783,0.24847133,0.06429769,0.0595881,0.204375
Aim2,0.0,0.0,0.061600488,0.0,0.0,0.1626215,0.39085838,0.11387161,0.0,0.0,0.0,0.0839362
Fcrl6,0.86944216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05853943
Tagln2,0.11651259,0.07130325,0.10783667,0.056583617,0.5682298,0.19991788,0.39412293,0.0,0.5572705,0.13024604,0.1735132,0.13075754
Slamf6,0.13566673,0.08494602,0.0,0.3337132,0.233829,0.054119773,0.7002942,0.15876563,0.08335123,0.06451953,0.023521887,0.21880333
Cd84,0.053988542,0.0,0.0,0.13126051,0.29424012,0.20315988,0.87521654,0.06756049,0.34914994,0.0,0.0,0.13845754
Slamf1,0.08176785,0.029799247,0.31678346,0.25455773,0.0,0.124625914,0.46794885,0.041520983,0.34155622,0.07904381,0.07898306,0.3496341
Slamf7,0.53159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693757
Cd244a,0.35785857,0.0,0.0,0.15558654,0.0,0.0,0.0,0.0,0.059931047,0.10833093,0.0,0.027486553
Fcer1g,0.0,0.36270025,0.0,0.08516326,0.03204462,0.0,0.0,0.0,0.0,0.0,0.049170375,0.0
Fcgr4,0.54200196,0.0,0.0,0.0,0.0,0.020997176,0.0,0.0,0.0,0.0,0.0,0.0
Fcrlb,0.09780177,0.008443935,0.03010933,0.110270634,0.015820922,0.0,0.0,0.0,0.08698222,0.0,0.00066706364,0.07861751
Xcl1,0.36233404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14473785
Atp1b1,0.0,0.012472064,0.0,0.0,0.22447814,0.20958722,0.0,0.0,0.06978614,0.09326903,0.0,0.11923473
F5,0.0,0.2227687,0.0,0.08172722,0.0,0.35775098,0.8169872,0.0,0.0,0.0,0.0,0.0
BC055324,0.0114913415,0.3230425,0.0,0.16941273,0.020764016,0.0,0.008654291,0.0,0.0,0.067343086,0.033959504,0.041295107
Sell,0.0,0.13229369,0.0,0.7912607,0.18792427,0.0,0.22062077,0.12955953,0.07348102,0.41109866,0.047414966,0.0
Dnm3,0.003127927,0.026771637,0.023318497,0.13583627,0.026287347,0.09544742,0.02412287,0.0031277481,0.070266835,0.083668,0.0,0.0
Fasl,0.3423622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19144942,0.0,0.0,0.20339896
Ier5,0.078649364,0.06681113,0.2919224,0.0,0.22214752,0.046376888,0.27126765,0.045819007,0.0,0.012536753,0.85885257,0.09378633
Glul,0.25580412,0.0,0.046306174,0.20621797,0.57857555,0.063807204,0.0,0.0,0.6162045,0.19396834,0.0,0.029734265
Rgs16,0.0,0.0,0.0,0.0,0.7461894,0.03472588,0.0,0.0,0.17002204,0.0,0.07891071,0.0
1700025G04Rik,0.7544695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13951662
Niban1,0.13756727,0.06707332,0.35106665,0.0,0.0,0.87143564,0.18499155,0.029299617,0.4344466,0.0,0.0,0.16504997
Prg4,0.0,0.0,0.0,0.0,0.33721974,0.020179283,0.3967169,0.036123015,0.0,0.0027844084,0.0,0.0
Tpr,0.048227828,0.10420397,0.0,0.51269144,0.4805995,0.09233201,0.6243441,0.11310103,0.07656938,0.084233426,0.11683131,0.07015199
Rgs1,0.0,0.18730302,0.0,0.0,0.0,0.32352993,0.0,0.3411509,0.0,0.025498688,0.33781102,0.25061935
Rgs2,0.060696285,0.08545775,0.14881685,0.10907889,0.0,0.021094214,0.08840161,0.0,0.24112436,0.0109638935,0.5432162,0.08976318
Cfh,0.10553487,0.0,0.7580517,0.0,0.0,0.0,0.0,0.0,0.17047535,0.0,0.0,0.20663133
Gpr25,0.0,0.0,0.5226846,0.0,0.0,0.0,0.69184905,0.0,0.0,0.0,0.0,0.0
Kif21b,0.09358648,0.05906345,0.15977056,0.4514483,0.18842888,0.0892485,0.45203292,0.030922106,0.007975467,0.14202552,0.0,0.13831066
Phlda3,0.030940102,0.0,0.23330306,0.0,0.045407813,0.09218905,0.009556765,0.05880267,0.05125889,0.0,0.0,0.023828736
Ptpn7,0.16600884,0.048737824,0.060573302,0.4493553,0.0,0.15011802,0.19849779,0.05399316,0.57442963,0.14190945,0.06422377,0.21360698
Lgr6,0.3725661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19352002
Btg2,0.0,0.10001988,0.0,0.45590457,0.0,0.006748138,0.13650274,0.0,0.114710234,0.10431999,1.3225429,0.0052935584
Atp2b4,0.23312236,0.05076607,0.24917008,0.19459468,0.05649034,0.3341116,0.55534065,0.0,0.31730983,0.041276738,0.0,0.29174012
Sox13,0.25659862,0.0,0.22246599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18066399
Rab29,0.19676605,0.050077982,0.10244504,0.42811054,0.07369285,0.12604082,0.19329433,0.089422025,0.42232874,0.11170089,0.11293887,0.30073678
Mapkapk2,0.15849628,0.0796056,0.25987256,0.19255407,0.19795585,0.12950632,0.25814846,0.091333374,0.0,0.14900365,0.21427621,0.19803952
Cd55b,0.0,0.015728537,0.03175031,0.63834316,1.0581571,0.0,0.07055209,0.038321372,0.0,0.3010815,0.3085436,0.0
Cenpf,0.0,0.0,0.0,0.23050268,0.0,0.15108672,0.15791468,0.009069248,0.0,0.2068447,0.0,0.0014975365
Dusp10,0.060527075,0.14092717,0.008411436,0.07194046,0.028849188,0.3052586,0.17568237,0.0813271,0.0,0.057996996,0.12652898,0.035406504
Tlr5,0.0,0.2575146,0.0,0.12636954,0.016520705,0.0,0.0,0.23207758,0.0,0.033502523,0.0,0.0
Susd4,0.0,0.05493656,0.021739747,0.3071475,0.25257626,0.0,0.0,0.23058026,0.17048353,0.14872292,0.05434967,0.0
Itpkb,0.02082512,0.061945025,0.0125162415,0.6505234,0.25419176,0.0032694968,0.3670524,0.018039001,0.0,0.20859353,0.4551933,0.030536585
Rhou,0.18267208,0.0,0.035687745,0.030746102,0.013645256,0.042611364,0.10232791,0.012937271,0.07864967,0.06888267,0.004781188,0.30762956
Galnt2,0.026890488,0.058190748,0.05094366,0.29662204,0.21766894,0.015318694,0.11408651,0.0868967,0.024029454,0.14733732,0.070437506,0.031794358
Slc35f3,0.0,0.030132046,0.0,0.12586841,0.15770969,0.08616727,0.14934176,0.0,0.073804,0.0,0.0,0.0
Irf2bp2,0.03408583,0.039275553,0.06542829,0.46511698,0.20885573,0.015516861,0.2979049,0.05743952,0.17033203,0.11797262,0.59195197,0.063333444
Lyst,0.06327569,0.07032653,0.013350017,0.3194146,0.057577062,0.060098313,0.35910285,0.15621239,0.03000317,0.19918668,0.02796615,0.26743248
Gpr137b,0.13440247,0.014968122,0.036769893,0.060155116,0.15656604,0.15154377,0.32119426,0.045491885,0.09671632,0.042500384,0.018267596,0.12325439
Edaradd,0.019264195,0.040011887,0.0,0.0,0.0,0.07715334,0.0,0.0,0.3141727,0.0,0.0,0.32904485
Grem2,0.0,0.0,0.23737915,0.0,0.7993641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sh3yl1,0.0,0.08069803,0.046332844,0.7962291,0.19648053,0.0,0.080708735,0.044010114,0.3001002,0.11414541,0.35840794,0.0
Cmpk2,0.0,0.0,0.0,0.0,0.13507262,0.0,0.0,1.6684701,0.0,0.0039086533,0.044653676,0.0
Rsad2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7216135,0.0,0.02287401,0.0,0.0
Id2,0.36177522,0.0,0.15066817,0.41167966,0.4232129,0.016232971,0.05420021,0.1611921,0.0,0.45644698,0.21463835,0.19441257
Cdk5rap2,0.31537277,0.03775113,0.26754877,0.2718609,0.1671589,0.20031565,0.29201522,0.08080448,0.47131324,0.13504358,0.16050173,0.23883592
Rock2,0.066086814,0.04463906,0.1137789,0.36827725,0.12637916,0.08247171,0.2829808,0.045284685,0.14236468,0.1199989,0.0,0.09075226
Trib2,0.012666401,0.02802088,0.015317229,0.46751076,0.26308104,0.18528698,0.7577627,0.06295874,0.12052596,0.18886445,0.1145108,0.0
Smc6,0.05345144,0.04508339,0.06966876,0.29479146,0.04691579,0.3261655,0.33509666,0.034533273,0.101062484,0.11231913,0.0,0.08247425
Rhob,0.14496064,0.015573099,0.020547703,0.068106346,0.034626685,0.0,0.0,0.059265368,0.08836237,0.0,0.7424426,0.0
Otof,0.062729046,0.112785645,0.0,0.0,0.0,0.015977789,0.01776438,0.512365,0.0,0.0,0.0,0.106825024
Fosl2,0.20578036,0.01907054,0.3071863,0.0,0.13246848,0.041612737,0.0,0.0,0.0,0.0,0.44419906,0.13646626
Togaram2,0.16933425,0.0,0.050645176,0.0,0.0,0.13314794,0.11389964,0.0,0.0,0.010070253,0.0,0.08066757
Rasgrp3,0.0,0.0,0.0051440056,0.051656764,0.014676248,0.0657197,0.08407386,0.23404166,0.04863493,0.036235824,0.0,0.0
Crim1,0.17791656,0.02542011,0.008568838,0.0,0.01976021,0.0,0.0151692005,0.0,0.030884631,0.06772599,0.0,0.24977419
Eif2ak2,0.04219738,0.033299983,0.07582136,0.19923046,0.25443235,0.05246691,0.112365685,1.1865652,0.12453307,0.063429594,0.16724008,0.08948364
Cdc42ep3,0.267205,0.06876408,0.33501965,0.15564518,0.009765027,0.096882045,0.19358699,0.0,0.54196566,0.0,0.19934332,0.3056955
Hnrnpll,0.087009676,0.057455145,0.08421724,0.06503783,0.0,0.28403783,0.6726008,0.0,0.55489343,0.0,0.09663859,0.27918273
Zfp36l2,0.09242934,0.011468659,0.0,0.3186152,0.0,0.041167263,0.12428868,0.12100877,0.16635348,0.138075,0.88948995,0.19518845
Kcnk12,0.007811952,0.03959471,0.0,0.06993378,0.06314595,0.019010676,0.29389814,0.0,0.16417575,0.0,0.050349,0.019978596
Ccdc88a,0.040299248,0.016443092,0.074527614,0.32674384,0.0,0.03194523,0.010601238,0.0,0.19885615,0.102737986,0.0,0.07455518
Fancl,0.020879388,0.067504756,0.0,0.02580906,0.0002207954,0.06069641,0.14051849,0.030623525,0.092187084,0.01149295,0.0,0.15512258
Fam161a,0.0032030628,0.0057229246,0.06193813,0.2320101,0.046525463,0.0,0.061431717,0.0,0.10607031,0.013339377,0.0,0.018300924
B3gnt2,0.039274745,0.10593693,0.026003828,0.21877451,0.20174237,0.15052363,0.31021222,0.12948878,0.14799172,0.17348301,0.3158924,0.07897933
Peli1,0.0,0.16243452,0.0,0.25566062,0.40749976,0.018647924,0.43392155,0.2246501,0.0,0.12104537,0.46092793,0.0
Slc1a4,0.12314846,0.0,0.09281628,0.00579056,0.0,0.52199805,0.032778945,0.0,0.0,0.0,0.0,0.011884672
Plek,0.80472285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793378
Anxa4,0.2455627,0.008525576,0.16954502,0.0061521307,0.06679776,0.21067142,0.026260804,0.0949339,0.38232985,0.0,0.030950073,0.20048957
Rab11fip5,0.188261,0.007609523,0.2491136,0.17706499,0.0815146,0.33808333,0.0,0.0,0.0,0.0,0.021628715,0.0
Dnah6,0.0,0.0,0.0,0.6316742,0.052141648,0.0,0.0,0.0,0.0,0.20888501,0.0,0.0
Capg,0.0,0.0,0.1729859,0.0,0.057611022,0.1515356,0.0,0.12769881,1.2263613,0.26344788,0.0,0.0
Cd8a,0.25199696,0.0,0.13043867,0.0,0.0,0.0,0.0,0.0,0.0,0.06182423,0.0,0.094002284
Cd8b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4371773,0.0,0.0
Mal,0.0,0.0966822,0.0,0.58647645,0.6378785,0.0,0.062543474,0.0,0.3874636,0.17026888,0.28584537,0.0
Dusp2,0.14603496,0.08290939,0.0,0.0,0.0,0.028866103,0.13025185,0.027157966,0.0,0.055557277,1.4998631,0.34496665
Itpripl1,0.17294835,0.0015377888,0.0740742,0.0,0.0,0.20166074,0.035334464,0.0,0.23973812,0.013236836,0.0,0.1530771
Aff3,0.0,0.069020234,0.0,0.3990946,0.0,0.0,0.16184454,0.0,0.0,0.6820361,0.0,0.0
Il18r1,0.02041895,0.06925068,0.3448623,0.052867677,0.0,0.06168976,0.0960749,0.08759342,0.0,0.0,0.0,0.5259862
Il18rap,0.143466,0.0,0.042493414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862864
Ecrg4,0.0,0.0,0.0,0.33835095,0.13196507,0.0,0.0,0.012532856,0.136849,0.0,0.24067143,0.0
Lims1,0.0,0.0,0.16972245,0.114645004,0.17881589,0.0044947034,1.5887183,0.0,0.16736951,0.0,0.18006209,0.0
Morrbid,0.2624262,0.0,0.0,0.0,0.0,0.92177635,0.39070547,0.0,0.0,0.0,0.0,0.1491278
Bcl2l11,0.07767941,0.03312832,0.0,0.12170877,0.54518956,0.090141155,0.3354804,0.14027216,0.0,0.1384198,0.08972159,0.09378402
Zc3h6,0.038370952,0.07528398,0.106799364,0.5886747,0.2779388,0.04478367,0.18133822,0.0052571143,0.2009894,0.0951841,0.05295633,0.08982988
Map3k2,0.060936138,0.048047826,0.16589256,0.5331818,0.29011545,0.07984291,0.34327137,0.056296896,0.018201271,0.16208476,0.29806113,0.06290759
Hs6st1,0.112894066,0.015485336,0.06621149,0.18100199,0.10806839,0.0,0.109130144,0.011967342,0.0,0.10945392,0.13748847,0.0003342563
Ptpn18,0.19735406,0.055750154,0.19859701,0.36223602,0.26752216,0.14449255,0.41899136,0.06777354,0.17682339,0.052946515,0.10562232,0.063037865
Cxcr4,0.056224395,0.108990535,0.0,0.36089677,0.31674102,0.0,0.0,0.16033718,0.17625538,0.039520226,0.9922669,0.09896668
Spopl,0.076145545,0.056654997,0.07988489,0.17142099,0.09846624,0.057599332,0.26727736,0.0,0.0,0.0019100971,0.0,0.053868685
Gtdc1,0.14337267,0.0,0.1728995,0.10488864,0.0,0.19832443,0.29582787,0.010142974,0.0,0.06721203,0.0,0.22902253
Zeb2,0.98123723,0.0,0.0,0.0,0.0,0.0,0.05499935,0.0,0.0,0.0,0.0,0.06835959
Rif1,0.046692904,0.06919889,0.11465411,0.6293841,0.24885333,0.026999045,0.30245662,0.104142934,0.14567503,0.09864322,0.0,0.11788113
Rprm,0.0,0.047675114,0.0,0.12819375,0.0,0.0,0.0,0.0,0.0,0.0,0.17860237,0.0
Nr4a2,0.044935394,0.06446057,0.0,0.0,0.0,0.0066052536,0.07729576,0.0,0.024750555,0.0,1.4992816,0.07093476
Baz2b,0.04635422,0.04755383,0.064843,0.15829235,0.11698971,0.043088455,0.44946074,0.0,0.18741766,0.21887176,0.0,0.13815266
Slc4a10,0.0,0.0,0.9163911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773916
Dpp4,0.0,0.0,0.42190203,0.504882,0.94208956,0.0,0.0,0.0,0.10364955,0.053124804,0.0,0.17789735
Ifih1,0.01673413,0.020641923,0.095660344,0.2169289,0.14588241,0.08755667,0.16027746,0.64246243,0.17404327,0.0018642936,0.049038395,0.102100775
Galnt3,0.22785515,0.0,0.09042427,0.003400051,0.0,0.24668816,0.0,0.0,0.0,0.0030894664,0.0,0.17783527
Pdk1,0.008154139,0.06536459,0.0,0.83613724,0.5047222,0.03373362,0.0,0.0,0.0,0.2809827,0.0,0.0
Cdca7,0.06908626,0.0,0.0,0.0,0.0,0.5524281,0.67406094,0.0,0.0,0.18054707,0.0,0.0
Gpr155,0.0,0.047889456,0.040040705,0.39852077,0.25833845,0.1521838,0.28427613,0.3435012,0.08704811,0.0,0.0,0.011165602
Chn1,0.0,0.13132624,0.0,0.0,0.0,0.07633273,0.24862441,0.0,0.2657437,0.0,0.0,0.024237933
Ttn,0.0,0.09948909,0.0,0.8722788,0.093364716,0.50850505,0.13995907,0.0,0.0,0.22415479,0.0,0.0
Ccdc141,0.0,0.06799428,0.0,0.6714238,0.0,0.41038007,0.054477226,0.0,0.0,0.11751033,0.0,0.0
Sestd1,0.0,0.06328572,0.0,0.05282856,0.0,0.055722848,0.24758092,0.0,0.0,0.2016034,0.0,0.05122715
Itga4,0.14255412,0.06732197,0.10319352,0.18214974,0.7669828,0.0,0.79995286,0.12418321,0.0,0.13437162,0.16865763,0.23120956
Nckap1,0.06873726,0.021357436,0.112908944,0.044891972,0.022145322,0.0,0.08244974,0.0,0.16500539,0.0010393653,0.0,0.0
Slc40a1,0.0,0.0,0.0,0.5489868,0.9918576,0.0,0.0,0.0,0.51862586,0.0,0.0,0.0
Stat1,0.019050555,0.0,0.028366273,0.40731737,0.17505419,0.22929125,0.28677967,0.98755175,0.17108451,0.1594503,0.039779842,0.21187171
Nabp1,0.039048515,0.21060687,0.106783055,0.087797895,0.099742614,0.14668788,0.47773403,0.051739477,0.12168243,0.0,0.008979905,0.14367841
Plcl1,0.0,0.17917633,0.084587574,0.6509863,0.46589372,0.028612675,0.04686169,0.0,0.0,0.28642064,0.0,0.0
Spats2l,0.022019558,0.19069843,0.04206608,0.0,0.08968307,0.16666566,0.0902789,0.9933723,0.0,0.0,0.0,0.029312676
Sgo2b,0.026034202,0.032425225,0.030946275,0.18191102,0.0,0.031174446,0.106844544,0.0,0.092668235,0.07142014,0.09114772,0.029979527
Stradb,0.01696844,0.07258175,0.0,0.20502123,1.1278484,0.0,0.069332525,0.0,0.052490912,0.018347023,0.0,0.03107514
