,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11
Fut11,0.25703233,0.045615394,0.10587522,0.2731934,0.13656735,0.044374418,0.17722137,0.007955098,0.100007415,0.04711186,0.0,0.1548131
Vcl,0.30024418,0.0,0.45076942,0.17861041,0.0044992347,0.050244767,0.22526275,0.02377143,0.43858182,0.10887472,0.0,0.011650812
Kat6b,0.05738517,0.08143667,0.14262113,0.6430413,0.2246344,0.0094900085,0.37708554,0.00021289523,0.18345532,0.19926728,0.08822158,0.08398756
Zmiz1,0.060397267,0.043886565,0.15910982,0.11555424,0.38592416,0.1343582,0.40246412,0.0,0.119375326,0.3159458,0.0016716811,0.0
Acta2,0.037746698,0.07740962,0.011941015,0.0,0.0,0.2555475,0.102739766,0.0,0.08032959,0.0,0.0,0.16487665
Fas,0.064377755,0.121036045,0.12780721,0.0,0.0,0.41398105,0.6632621,0.059866287,0.54879624,0.0,0.024963196,0.20420155
Ch25h,0.0,0.045082614,0.0,0.0,0.0,0.0,0.0,0.2192239,0.0,0.0,0.681833,0.0
Ifit2,0.036462393,0.0028931068,0.019351235,0.18855725,0.0,0.0,0.0,0.9935563,0.114544526,0.0,0.0,0.0057142815
Ifit3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9545538,0.0,0.0,0.0,0.0
Ifit1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7412204,0.0,0.0,0.0,0.0
Kif20b,0.044321246,0.035690606,0.03231366,0.34492585,0.059187163,0.25138828,0.24396336,0.021737663,0.10819213,0.07521696,0.07894462,0.08205041
Entpd1,0.0,0.18221426,0.0,0.0,0.0,0.50301427,0.14743644,0.0,0.0,0.0,0.0,0.0
Pcgf6,0.04718475,0.009063529,0.04309398,0.32016423,0.034900714,0.069661885,0.15907328,0.0025964486,0.13974734,0.12112637,0.06813096,0.07365073
Calhm2,0.2235832,0.091464534,0.2795965,0.0,0.0,0.29927263,0.013233162,0.0,0.6258705,0.0,0.0,0.2415815
Mxi1,0.050722,0.07361791,0.14595097,0.45893115,0.53720766,0.0,0.3219042,0.0,0.0,0.12792177,0.34506854,0.060897946
Dusp5,0.09188876,0.0,0.2508444,0.0,0.19349031,0.023190515,0.50713414,0.1449666,0.00018153219,0.0,0.64173114,0.0
Tcf7l2,0.079521805,0.011751142,0.0077031786,0.15409741,0.12546286,0.0,0.0,0.0,0.025157215,0.14427634,0.0,0.10611795
Ccdc186,0.08168268,0.05729736,0.11953808,0.48796389,0.15899684,0.13957657,0.3165537,0.0,0.20198411,0.15390676,0.119974576,0.12417861
Ablim1,0.0,0.0,0.03908232,1.063975,0.21472499,0.008505496,0.12929595,0.050104313,0.052007753,0.41145828,0.13944677,0.041466363
Fam53b,0.18411554,0.03507733,0.16211726,0.17511266,0.090925604,0.23072809,0.46642393,0.032610208,0.119545095,0.05453234,0.02885074,0.11356902
Fank1,0.0,0.14159682,0.0,0.0,0.0,1.1194757,0.0,0.0,0.0,0.0,0.0,0.0
Ptpre,0.18521073,0.05452014,0.06454336,0.30779445,0.0,0.10244335,0.221189,0.009334551,0.20569737,0.1567935,0.0,0.22974628
Mki67,0.0060758227,0.0,0.0,0.19351761,0.0,0.30102617,0.04529373,0.017281793,0.0,0.13232298,0.0,0.0145450095
Adam8,0.20921426,0.024807546,0.24569058,0.13300353,0.08797688,0.2527414,0.004852484,0.033458922,0.75367725,0.057317052,0.16001052,0.25834838
Caly,0.0,0.04928304,0.012775259,0.09820407,0.0,0.0,0.076242425,0.0,0.18953681,0.0,0.075475916,0.0
Ifitm2,0.272314,0.0,0.15083295,0.36511898,0.0,0.048850022,0.0,0.30411315,0.6194186,0.18723918,0.14587638,0.12447261
Ifitm7,0.16377285,0.0,0.08061902,0.39056647,0.080230184,0.04494105,0.0,0.51760834,0.6178773,0.14178488,0.4022991,0.031543873
Irf7,0.040144008,0.02556968,0.007424452,0.2929156,0.11273818,0.09559451,0.16713579,1.2290802,0.09647234,0.13264081,0.21100774,0.062090382
Ascl2,0.7022164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tspan32,0.21681331,0.069710575,0.21841605,0.64418393,0.021087462,0.072773844,0.0,0.0,0.05166672,0.02449862,0.21055037,0.010966483
Cd81,0.3176794,0.03760007,0.19457625,0.3590314,0.25006363,0.06441763,0.30886656,0.078195944,0.04042821,0.098294355,0.45220107,0.35356095
Cdkn1c,0.002830749,0.08475223,0.065389335,0.16000786,0.030391717,0.0011557179,0.007223092,0.0003376621,0.0,0.1104363,0.15558279,0.011929593
Phlda2,0.0,0.09160084,0.0,0.0,0.0,0.0,0.0,0.019594202,0.22160561,0.0,0.12275091,0.07137018
Osbpl5,0.30517,0.0,0.021652605,0.005676411,0.12382558,0.0,0.0,0.0,0.008562208,0.26058996,0.0,0.0
Ric3,0.0,0.065961726,0.0,0.6299152,0.23898496,0.0,0.12331425,0.072768256,0.27976277,0.0,0.2732973,0.0035404926
Wee1,0.0750837,0.020806955,0.0,0.0,0.0,0.31162477,0.4323688,0.0,0.023766737,0.0,0.0,0.10860894
Swap70,0.0146265775,0.24328531,0.0,0.092589766,0.058399435,0.06062926,0.0,0.0,0.14567016,0.14503285,0.0,0.03076346
Mical2,0.09961166,0.0,0.28612617,0.025273059,0.0,0.23623964,0.032670412,0.0,0.12987477,0.029664485,0.0,0.20933948
Pde3b,0.018523367,0.1096164,0.09660199,0.8798982,0.4834798,0.0,0.12887236,0.05098043,0.0,0.058163226,0.22322972,0.072363585
Nucb2,0.040267922,0.0,0.025415046,1.0421497,0.036789402,0.0068900674,0.019096473,0.0053205173,0.0,0.5156847,0.29881623,0.17224757
Ccdc34,0.014995416,0.0050141956,0.07914014,0.34714493,0.09048723,0.06532499,0.053151857,0.0,0.099527486,0.05986289,0.013664981,0.041156895
Qser1,0.014625238,0.02591037,0.052930005,0.3953733,0.11676164,0.009620461,0.27855942,0.028325602,0.05898401,0.11228564,0.0,0.054645002
Cd59b,0.05249268,0.071984194,0.16021572,0.31616765,0.23157169,0.1243095,0.5101535,0.020598007,0.24894015,0.09566838,0.018054482,0.05987335
Trim44,0.049657162,0.03441313,0.11962664,0.78195035,0.3429693,0.0,0.2410387,0.108245105,0.043967508,0.18334772,0.052381452,0.108127736
Prr5l,0.44551364,0.0,0.0,0.0,0.0,0.06920464,0.11956223,0.0,0.17232178,0.0,0.0,0.4063496
Cd82,0.0,0.0,0.048139676,0.21288283,0.0,0.26436612,0.50952405,0.0,1.0629171,0.09928842,0.12507705,0.17988703
Tspan18,0.0,0.0,0.2186637,0.3916203,0.28372,0.0,0.11357157,0.031458233,0.36481193,0.0,0.180509,0.0
Ptprj,0.17633131,0.07753058,0.067221224,0.16895021,0.30849177,0.13755125,0.5155893,0.06362536,0.0,0.2068978,0.0014700032,0.12520406
Ms4a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14179464,0.0,0.0,0.71367615
Ahnak,0.22130746,0.09809833,0.36619502,0.0,0.32164106,0.25426427,0.62139845,0.0,0.7008115,0.0,0.0,0.29991442
Plaat3,0.2654515,0.040727377,0.0,0.020650903,0.0,0.049797565,0.0,0.0,0.26500517,0.0,0.038930323,0.33486637
Vegfb,0.04585157,0.020879751,0.17236911,0.49897355,0.38502523,0.0,0.23277272,0.026322115,0.0,0.16262086,0.5390017,0.037703574
Ppp1r14b,0.049352627,0.048311092,0.354265,0.16492385,0.5830101,0.0,0.15695122,0.0921296,0.24387868,0.15312997,0.32623795,0.03793944
Neat1,0.15455148,0.04883433,0.160425,0.32271394,0.4207819,0.25529754,0.6994118,0.118585244,0.138858,0.0,0.16447799,0.15110157
Sipa1,0.1246491,0.052528366,0.11403047,0.5403382,0.0,0.03529213,0.2725086,0.09117945,0.035683043,0.15872481,0.37030283,0.28146443
Ctsw,0.55773264,0.0,0.1467629,0.3818678,0.2855413,0.0,0.0,0.06929765,0.05105539,0.0,0.19077338,0.38608527
Clcf1,0.18148537,0.0,0.109136336,0.0,0.0,0.0,0.0,0.0,0.26232022,0.0,0.0,0.14588562
Coro1b,0.017310679,0.091545984,0.00069889263,0.381763,0.0,0.17668867,0.46831885,0.07094059,0.63789016,0.22736642,0.29680362,0.06652865
Ucp2,0.12952942,0.05791935,0.0,0.46644568,0.22052881,0.22696868,0.34645152,0.0,0.28843957,0.3791727,0.10989167,0.038476024
Pgm2l1,0.014552836,0.07528563,0.037649535,0.26701874,0.07055197,0.119784154,0.52078897,0.0,0.23483719,0.28504074,0.0,0.0
Usp35,0.015942747,0.0,0.04888245,0.19405676,0.013537351,0.06253385,0.08474766,0.041523162,0.10037587,0.1551504,0.018713584,0.009821971
Sytl2,0.20737614,0.0,0.44943064,0.39682892,0.0,0.0,0.0,0.0,0.0,0.31280425,0.0,0.41337624
Prss23,0.90082604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ctsc,0.41195992,0.013783753,0.1265271,0.33527884,0.028886965,0.38727498,0.2660002,0.0474134,0.3038018,0.14928442,0.094468065,0.37264937
Smco4,0.0,0.0,0.11915999,0.0,0.0,0.0,0.7299099,0.0,0.2790005,0.0,0.0,0.0
Cep295,0.035390604,0.045180537,0.035672173,0.4214737,0.072527364,0.0026933525,0.19487415,0.032677766,0.15505137,0.063296735,0.0236462,0.081921466
Sesn3,0.0,0.1737964,0.0,0.66267717,0.8620138,0.0,0.5164421,0.02658996,0.0,0.0,0.0,0.0
Maml2,0.0,0.06384269,0.01807727,1.0904396,0.23011145,0.0,0.19663629,0.0733851,0.0,0.31203178,0.08087849,0.0414364
Cep126,0.07101861,0.011492611,0.032833055,0.264952,0.035857465,0.0,0.03068704,0.0,0.10069985,0.0,0.0,0.04416191
Birc3,0.0,0.24920821,0.10714723,0.4386615,0.16514596,0.07768758,0.29294723,0.0984151,0.5059895,0.010846194,0.28286454,0.0
Dync2h1,0.031867716,0.0081141135,0.11379939,0.15346257,0.05360169,0.0,0.0,0.0,0.122687444,0.0,0.0,0.09088003
Rdx,0.042542588,0.035847932,0.14384104,0.22395308,0.0,0.26253787,0.2128726,0.0035173816,0.18900782,0.061511226,0.0,0.11668158
Pou2af1,0.0,0.0,0.0,0.0,0.0,0.0,0.71331686,0.0,0.0,0.0017999368,0.0,0.0
Usp28,0.31174043,0.0044799433,0.02350942,0.20265965,0.065602146,0.06088468,0.13079111,0.043316413,0.0,0.042102262,0.0,0.2603011
Zbtb16,0.0,0.027329559,0.19708334,0.0,0.3922747,0.0,0.0,0.10238707,0.07194823,0.0,0.38682836,0.0
Rnf214,0.0,0.19738239,0.0,0.12157765,0.0,0.27060455,0.5156863,0.0,0.60865986,0.09141607,0.04400369,0.18384442
Fxyd2,0.0,0.23236598,0.0,0.29309863,0.0,0.0,0.0,0.0,0.0,0.025075441,0.0,0.16579998
Il10ra,0.14358918,0.25952604,0.10228357,0.23541231,0.0,0.27249214,0.50450605,0.0,0.520086,0.0,0.15078062,0.32668445
Kmt2a,0.07613026,0.09506346,0.117172144,0.612148,0.26540864,0.0973997,0.39819682,0.06882884,0.1039516,0.10030972,0.30616775,0.1512667
Cxcr5,0.0,0.018837288,0.0,0.0,0.0,0.0,1.2029705,0.0,0.0061792308,0.0,0.0,0.0
Arhgef12,0.1586606,0.07476031,0.25907633,0.029419823,0.0,0.27549234,0.024005558,0.0,0.0,0.018154416,0.0,0.084766775
Crtam,0.020127244,0.0,0.0,0.23186187,0.0,0.0,0.0,0.0,0.0,0.4304265,0.0,0.20839098
Msantd2,0.030545214,0.033123214,0.09339666,0.33418712,0.05641888,0.017662656,0.10501461,0.0,0.09161627,0.063391075,0.039091017,0.051438328
Ets1,0.023909798,0.12286478,0.047068313,0.43213043,0.70552635,0.04444497,0.3912869,0.018267542,0.0,0.36123827,0.14505365,0.100430556
Aplp2,0.11815769,0.11197212,0.073829025,0.42044348,0.063994616,0.019407885,0.22863753,0.0,0.31211782,0.0,0.0,0.09887005
Ninj2,0.0,0.018748844,0.0,0.0,0.0,0.741266,0.4469058,0.0,0.16384603,0.02368966,0.0,0.08296507
Cacna2d4,0.057901885,0.009829618,0.39205885,0.17854893,0.0,0.0,0.05392471,0.0,0.08928695,0.037924122,0.024123278,0.088651665
Cd9,0.0,0.01630214,0.0,0.03201486,0.0,0.00037566284,0.0,0.0,0.07846041,0.6639465,0.0,0.0
Gapdh-ps15,0.16068283,0.082944594,0.09883417,0.13519375,0.0,0.31807023,0.23494045,0.06128918,0.6015489,0.011982205,0.2779205,0.19876519
Chd4,0.060672548,0.068043165,0.1121683,0.5906639,0.05520709,0.1060242,0.333379,0.0029771721,0.34083244,0.20353238,0.045706768,0.11807195
Lpar5,0.055049703,0.0884069,0.060902588,0.17867556,0.0,0.0,0.13010395,0.0,0.16883504,0.0,0.043050636,0.019120086
Ptms,0.32356566,0.0,0.06713997,0.0,0.0,0.093140565,0.47459987,0.025079263,0.0,0.044040203,0.0,0.07352825
Lag3,0.2502238,0.0,0.09021274,0.0,0.0742157,0.0,0.48998183,0.22870508,0.0,0.0,0.0,0.22008911
Clstn3,0.20350507,0.04340249,0.15610959,0.10523161,0.0,0.043508228,0.122764096,0.0,0.2882474,0.033598438,0.03679331,0.1444772
Slc2a3,0.07128712,0.018164877,0.0005984564,0.35971716,0.17233887,0.11796729,0.33456016,0.0,0.33910877,0.15324324,0.842857,0.046161108
Klrg1,0.48213032,0.0,0.279891,0.018561618,0.20066127,0.0,0.0,0.044909302,0.11837787,0.035490245,0.1647266,0.791761
Klrb1a,0.13943203,0.0,0.84550554,0.0,0.0,0.0,1.0291798,0.0,0.050282802,0.0,0.0,0.3300491
Cd69,0.030104984,0.023922147,0.0,0.16577643,0.26671466,0.027999537,0.077223435,0.2663502,0.15985265,0.059629433,1.3548658,0.0916839
Klrd1,0.58888924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klrk1,0.49907646,0.0,0.0,0.0,0.0012493317,0.0,0.0,0.0,0.0,0.051452674,0.00769474,0.0
Ybx3,0.0,0.015625827,0.0,0.0,0.98882675,0.0,0.0,0.12397585,0.0,0.20195127,0.17661414,0.0
Bcl2l14,0.0,0.0,0.0,0.0,0.030639688,0.0,0.0055878214,0.752656,0.0,0.0,0.0,0.0
Dusp16,0.0,0.17312242,0.39564633,0.17170876,0.34553218,0.06910659,0.5362256,0.0,0.0,0.0,0.09343914,0.0
Plekha5,0.17745449,0.0,0.14330645,0.0,0.0,0.1382666,0.0,0.0,0.25523672,0.1131509,0.0,0.22681868
St8sia1,0.0,0.016475735,0.0,0.0,0.0,0.0064916834,1.0373982,0.0,0.0,0.0,0.0,0.07833657
Itpr2,0.06460872,0.0485925,0.13864882,0.5115763,0.16545452,0.07859482,0.30993122,0.032804795,0.072164886,0.20231001,0.0,0.14899826
Resf1,0.11133515,0.110360965,0.03597246,0.59837633,0.0,0.16672698,0.4542411,0.125359,0.23894827,0.04725912,0.20150223,0.1620409
Kif21a,0.14931996,0.02616434,0.08963674,0.18335474,0.0512631,0.0,0.028583674,0.0,0.36897382,0.0,0.0,0.33339944
Nell2,0.0,0.0,0.031939004,1.1250129,0.31426403,0.0,0.0,0.0,0.19957234,0.0,0.018073378,0.10071684
Pced1b,0.024050454,0.09141177,0.0,0.6745423,0.9881538,0.024845289,0.15724163,0.0,0.07924883,0.1657012,0.026932595,0.088061325
Fkbp11,0.13379273,0.008486269,0.4995027,0.30781737,0.21158198,0.0,0.080758154,0.15581782,0.35363358,0.01882839,0.21810456,0.22505364
Spats2,0.05008588,0.024085768,0.039770275,0.2657346,0.017228689,0.011941819,0.051939066,0.01267559,0.18694885,0.120305605,0.08641792,0.0694279
Lima1,0.07637465,0.045635313,0.0,0.39478537,0.0,0.1560754,0.31484705,0.0,0.32659695,0.0,0.0,0.10456074
Cela1,0.0,0.0,0.0,0.4219007,0.11703628,0.0,0.0,0.0,0.0,0.48491368,0.0,0.0
Galnt6,0.08892081,0.0,0.0,0.24396873,0.0,0.03828247,0.0,0.0,0.28980297,0.4285443,0.0,0.102796435
Nr4a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012277585,1.0878872,0.0
Pcbp2,0.021327479,0.050095946,0.0,0.67911774,0.0,0.021816086,0.0,0.0,0.52007294,0.2096622,0.24132505,0.1272567
Gtsf1,0.10198156,0.0,0.050017823,0.16725482,0.04955209,0.08361503,0.06496495,0.07853789,0.16127448,0.0,0.12747277,0.061297778
Cd63,0.2807732,0.06996819,0.25757807,0.23497061,0.14348757,0.118078046,0.0,0.031129844,0.7057214,0.0,0.18347879,0.15338416
Ikzf4,0.0,0.28012902,0.055962253,0.0,0.3243135,0.106788516,0.0,0.0,0.0,0.03521976,0.0,0.0
Rps26,0.05454148,0.11404554,0.20943832,0.6663889,0.2748434,0.0,0.22124752,0.10230328,0.0,0.2808955,0.0,0.26860633
Shmt2,0.046643764,0.30580083,0.10007995,0.38326234,0.07809805,0.21728387,0.28508008,0.0,0.22580253,0.1239451,0.10292452,0.035448458
Ddit3,0.049858242,0.092093386,0.0,0.38361868,0.008454138,0.0,0.051705584,0.0129017355,0.17192361,0.052670203,0.38253936,0.073108256
Tafa2,0.0,0.2939387,0.002741836,0.092952326,0.12904602,0.0,0.0,0.009254008,0.0,0.12527013,0.03282016,0.0
Ifngas1,0.0,0.0054808976,0.0,0.059575558,0.0,0.0,0.25221992,0.0,0.0,0.11215446,0.0,0.83093435
Ifng,0.37888572,0.0,0.0,0.0,0.0,0.07749676,0.18609668,0.0,0.0,0.0,0.031710442,0.3844848
Cpm,0.0,0.06827228,0.0,0.0,0.0,0.0,0.5272293,0.0,0.0,0.009811121,0.0,0.0
Glipr1,0.16259913,0.032880448,0.10885703,0.20670827,0.10151301,0.2850021,0.2631574,0.0010416516,0.91928774,0.029587256,0.093267016,0.23087472
Phlda1,0.0,0.008169486,0.15937056,0.0,0.0,0.25283995,0.0,0.01758163,0.17506658,0.0,0.40276435,0.11409929
Cep290,0.040100288,0.051306445,0.088109165,0.42100418,0.18140134,0.05312781,0.19360869,0.0,0.16176526,0.10454075,0.014579058,0.11430427
Dusp6,0.068884,0.0,0.062096965,0.0,0.0,0.07404372,0.21360816,0.0055626873,0.0,0.046122443,0.068728246,0.07342447
Atp2b1,0.0422699,0.11808171,0.16764897,0.20592831,0.20233767,0.3076978,0.5164418,0.0,0.42428502,0.13626869,0.09203312,0.17038739
Eea1,0.048391536,0.029753832,0.08923467,0.71133196,0.26577833,0.040903676,0.09931213,0.0,0.08192334,0.25387207,0.048970573,0.07624037
Socs2,0.06658759,0.0,0.19207929,0.0,1.6896601,0.020032354,0.0,0.0,0.039739717,0.0051671118,0.012691189,0.0
1700113H08Rik,0.0049578045,0.09903041,0.0,0.22204381,0.0,0.0,0.25101164,0.0,0.0,0.18889336,0.052126464,0.036189236
Chst11,0.12517223,0.13524738,0.14635736,0.14637564,0.33049476,0.31751752,0.34807786,0.089855015,0.112150826,0.012799319,0.22194831,0.08950752
1500009L16Rik,0.48719165,0.02118407,0.2902431,0.08993336,0.0,0.4881075,0.0,0.0,0.3879581,0.15682536,0.048138127,0.2925867
Cmklr1,0.47105223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hvcn1,0.031662636,0.13591692,0.0,0.3895322,0.029437121,0.0,0.14650656,0.0,0.022436287,0.43701878,0.016569568,0.030701635
Oas1f,0.052452885,0.089855514,0.08169307,0.0,0.04373277,0.164904,0.074627616,1.7196211,0.0,0.0,0.0,0.0
Oas3,0.0,0.0,0.075552344,0.113286175,0.11383756,0.0,0.0020576213,1.487641,0.0,0.0045457287,0.0,0.02692948
Oas2,0.053765025,0.051781967,0.070641175,0.3736665,0.18216498,0.121559896,0.31674904,0.8598627,0.10795779,0.13683675,0.0,0.09726834
Dtx1,0.0,0.0,0.080755636,0.31105584,0.0,0.0,0.19573684,0.15245953,0.054753114,0.0,0.063029066,0.0
Tesc,0.28342605,0.0,0.0,0.0,0.0,0.27355522,0.16044952,0.0014240803,0.14858899,0.03142612,0.0,0.25373173
BC048507,0.17771627,0.06061775,0.09801304,0.38376394,0.09271483,0.3147272,0.39779916,0.022652619,0.5368906,0.24308343,0.13269086,0.12741975
Oasl1,0.33513182,0.0,0.0,0.0,0.0,0.16566299,0.0,0.9846901,0.038232345,0.0,0.0,0.13173875
Rilpl2,0.063720785,0.03557501,0.0,0.08760715,0.098339595,0.15640713,0.6236497,0.13338622,0.5703671,0.04905647,0.3544148,0.06683893
Slc15a4,0.32215682,0.023499658,0.101995714,0.13214515,0.2375214,0.033897545,0.1967176,0.029059762,0.0,0.15724964,0.06686887,0.09106383
Sfswap,0.068181075,0.048076913,0.07274767,0.52559775,0.2643211,0.08590742,0.2824069,0.04723824,0.20142362,0.17314248,0.23145084,0.08361602
Sacs,0.027037617,0.06297852,0.12676959,0.33789155,0.18614598,0.1042538,0.29314247,0.0060586347,0.13810083,0.037928015,0.0,0.069841705
Ubl3,0.107439294,0.15652992,0.13537568,0.4033109,0.13589051,0.20366941,0.37341547,0.0,0.26288006,0.20549145,0.17933613,0.0
Alox5ap,0.046824005,0.0024516047,0.17018797,0.280038,0.0057727117,0.4198526,0.19566013,0.26022202,0.72492707,0.10071022,0.22322494,0.31190774
Brca2,0.0,0.038419895,0.0,0.08297435,0.103325084,0.07950527,0.19670665,0.13469112,0.0,0.019843226,0.07127074,0.008274145
Wbp4,0.03649255,0.035323665,0.02581421,0.42964208,0.14901401,0.05893957,0.16294254,0.043221,0.23765543,0.15505065,0.0,0.08986551
Rgcc,0.0,0.0771957,0.0,0.8835013,0.01128223,0.07111595,0.16671656,0.0,0.38586786,0.21761228,0.26816,0.04552901
Dgkh,0.015062879,0.12487681,0.059743576,0.11913328,0.16261189,0.051417105,0.28681445,0.07732238,0.06945987,0.038135335,0.0,0.052410703
Epsti1,0.05450199,0.026291352,0.013798282,0.04667859,0.25225762,0.21496548,0.4822077,1.2789559,0.0,0.09976644,0.044615928,0.08162435
Ccdc122,0.0,0.02058273,0.022691444,0.038807437,0.015209647,0.031548545,0.010575512,0.0,0.219517,0.0,0.11869585,0.021340124
Nufip1,0.038582973,0.038318772,0.06194718,0.3612154,0.16647851,0.012719049,0.124796525,0.026730647,0.11079933,0.13110398,0.04036033,0.04980043
Zc3h13,0.0824268,0.053878907,0.12086462,0.58570534,0.19771609,0.13362981,0.3120215,0.04438757,0.2316181,0.17660302,0.05577906,0.14226213
Lpar6,0.02996218,0.05560157,0.0,0.44608092,0.49185288,0.1323496,0.27850613,0.0,0.7332826,0.008502648,0.0,0.0
Rcbtb2,0.09733496,0.020846296,0.0,0.26903194,0.19849938,0.14418943,0.079007804,0.04057131,0.7359744,0.0,0.0,0.0046584597
Nek3,0.025374336,0.026372517,0.04262351,0.11885326,0.0,0.037037,0.14589365,0.0054324945,0.1977918,0.022266453,0.039731447,0.0
Klf5,0.0,0.0,0.0,0.08574163,0.5125666,0.0,0.0,0.2035408,0.049152933,0.009257757,0.16024892,0.0
Tbc1d4,0.0,0.15952146,0.020625124,0.5220207,0.036834422,0.10733686,0.82781976,0.0,0.0,0.08595505,0.0,0.0
Rap2a,0.28857255,0.031520326,0.110024475,0.14597882,0.095300086,0.14645529,0.28293198,0.0,0.0,0.13258515,0.118655,0.0
Gpr183,0.0,0.0,0.11976934,0.5473499,0.0,0.0,0.599986,0.0,0.6210702,0.0,0.24543324,0.1644893
Tnfsf13b,0.0,0.073754944,0.7090836,0.070507646,0.027131991,0.0,0.0,0.25771865,0.0,0.0,0.0,0.0
Upf3a,0.075953476,0.037362553,0.03284452,0.5464062,0.19726138,0.082160324,0.3194378,0.016730934,0.24917981,0.17181447,0.24907833,0.16753362
Rec8,0.08446929,0.033982456,0.036807857,0.16060674,0.19979167,0.0870773,0.22765976,0.15957159,0.019287655,0.112906665,0.071007684,0.06920474
Tgm1,0.0,0.0,0.0,0.0,0.067905284,0.0,0.0,0.69909257,0.0,0.0,0.0,0.0
Gzmb,1.1574545,0.0,0.0,0.0,0.0,0.004864279,0.0,0.0,0.0,0.0,0.0,0.24771553
Cfl2,0.011819905,0.0,0.12006798,0.24439853,0.24515535,0.011298014,0.24819857,0.01991562,0.0,0.05602594,0.524508,0.0
Nfkbia,0.014487047,0.0026766243,0.15345354,0.03603886,0.30757245,0.0,0.07443903,0.18786031,0.03890283,0.05811446,1.5060301,0.057274498
Mis18bp1,0.09210488,0.011030074,0.17584805,0.308397,0.18802223,0.19752531,0.5196858,0.09696358,0.12997502,0.12421427,0.07862629,0.13901848
Atl1,0.14075413,0.0,0.05389296,0.19166309,0.021535486,0.0080601415,0.0016826892,0.0,0.0,0.06739413,0.0,0.0
Sav1,0.024419313,0.04869344,0.030185152,0.23936486,0.13807963,0.0,0.26640087,0.016258381,0.107587814,0.0,0.12956184,0.061866667
Ptgdr,0.3656985,0.0,0.0,0.0,0.006431785,0.0,0.0,0.0,0.0,0.0,0.0,0.6409176
Ptger2,0.10988063,0.18000329,0.2881251,0.0,1.0673865,0.0,0.0,0.0,0.60091734,0.0,0.11523314,0.24341877
Ddhd1,0.0831966,0.09422803,0.12956484,0.46808732,0.25370383,0.10683027,0.396964,0.13922225,0.042384546,0.16699198,0.030087065,0.11171952
Lgals3,0.0,0.049085453,1.1808184,0.0,0.0,0.8064301,0.0,0.0,0.0,0.0,0.0,0.06017132
Arid4a,0.07269417,0.07565295,0.09040023,0.603837,0.22064939,0.09436485,0.29143962,0.0,0.26150686,0.13479097,0.105134614,0.12163015
Dact1,0.0,0.0,0.0,0.0,1.952943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daam1,0.02063703,0.029634804,0.08166974,0.17639014,0.180226,0.15283154,0.30108657,0.0,0.26289296,0.14866155,0.019480903,0.0
Syne2,0.15530503,0.1420466,0.15293016,0.22192165,0.40386122,0.24689658,0.4908266,0.14710164,0.35736135,0.0,0.0,0.38430145
